===== Skyline Algorithm Result =====
Container Width: 2048
Minimum Height: 47624
Item Placement:
Item 1: (original w=1024, h=1024) → placed at (x=0, y=0), rotated=No
Item 48: (original w=1024, h=256) → placed at (x=128, y=14336), rotated=No
Item 49: (original w=256, h=1024) → placed at (x=1024, y=10240), rotated=Yes
Item 50: (original w=512, h=512) → placed at (x=128, y=14592), rotated=No
Item 51: (original w=512, h=512) → placed at (x=0, y=16384), rotated=No
Item 52: (original w=256, h=1024) → placed at (x=1024, y=10496), rotated=Yes
Item 53: (original w=512, h=512) → placed at (x=0, y=16896), rotated=No
Item 54: (original w=512, h=512) → placed at (x=512, y=16384), rotated=No
Item 55: (original w=1024, h=256) → placed at (x=0, y=17408), rotated=No
Item 56: (original w=1024, h=256) → placed at (x=512, y=16896), rotated=No
Item 57: (original w=256, h=1024) → placed at (x=0, y=17664), rotated=No
Item 58: (original w=1024, h=256) → placed at (x=512, y=17152), rotated=No
Item 59: (original w=256, h=1024) → placed at (x=0, y=18688), rotated=No
Item 60: (original w=512, h=512) → placed at (x=256, y=17664), rotated=No
Item 61: (original w=512, h=256) → placed at (x=1792, y=10752), rotated=Yes
Item 62: (original w=512, h=256) → placed at (x=256, y=18176), rotated=No
Item 63: (original w=512, h=256) → placed at (x=768, y=17664), rotated=No
Item 64: (original w=256, h=512) → placed at (x=256, y=18432), rotated=No
Item 65: (original w=512, h=256) → placed at (x=768, y=17920), rotated=No
Item 66: (original w=256, h=512) → placed at (x=256, y=18944), rotated=No
Item 67: (original w=512, h=256) → placed at (x=768, y=18176), rotated=No
Item 68: (original w=256, h=512) → placed at (x=256, y=19456), rotated=Yes
Item 69: (original w=512, h=256) → placed at (x=512, y=18432), rotated=No
Item 70: (original w=512, h=256) → placed at (x=768, y=19456), rotated=No
Item 71: (original w=512, h=256) → placed at (x=512, y=18688), rotated=No
Item 72: (original w=512, h=256) → placed at (x=1280, y=19456), rotated=No
Item 73: (original w=512, h=256) → placed at (x=512, y=18944), rotated=No
Item 74: (original w=512, h=256) → placed at (x=1792, y=9216), rotated=Yes
Item 75: (original w=512, h=256) → placed at (x=512, y=19200), rotated=No
Item 76: (original w=512, h=256) → placed at (x=1024, y=18432), rotated=No
Item 77: (original w=512, h=256) → placed at (x=1280, y=17664), rotated=No
Item 78: (original w=512, h=256) → placed at (x=1024, y=18688), rotated=No
Item 79: (original w=256, h=512) → placed at (x=1280, y=17920), rotated=No
Item 80: (original w=512, h=256) → placed at (x=1024, y=18944), rotated=No
Item 81: (original w=256, h=512) → placed at (x=1536, y=17920), rotated=No
Item 82: (original w=512, h=256) → placed at (x=1792, y=17664), rotated=Yes
Item 83: (original w=512, h=256) → placed at (x=1536, y=18432), rotated=No
Item 84: (original w=256, h=512) → placed at (x=0, y=19712), rotated=No
Item 85: (original w=512, h=256) → placed at (x=1536, y=18688), rotated=No
Item 86: (original w=512, h=256) → placed at (x=0, y=20224), rotated=No
Item 87: (original w=512, h=256) → placed at (x=1536, y=18944), rotated=No
Item 88: (original w=512, h=256) → placed at (x=0, y=20480), rotated=No
Item 89: (original w=512, h=256) → placed at (x=512, y=20224), rotated=No
Item 90: (original w=512, h=256) → placed at (x=0, y=20736), rotated=No
Item 91: (original w=512, h=256) → placed at (x=512, y=20480), rotated=No
Item 92: (original w=512, h=256) → placed at (x=0, y=20992), rotated=No
Item 93: (original w=512, h=256) → placed at (x=512, y=20736), rotated=No
Item 94: (original w=512, h=256) → placed at (x=0, y=21248), rotated=No
Item 95: (original w=256, h=512) → placed at (x=512, y=20992), rotated=No
Item 96: (original w=512, h=256) → placed at (x=0, y=21504), rotated=No
Item 97: (original w=512, h=256) → placed at (x=768, y=20992), rotated=No
Item 98: (original w=512, h=256) → placed at (x=0, y=21760), rotated=No
Item 99: (original w=512, h=256) → placed at (x=768, y=21248), rotated=No
Item 100: (original w=512, h=256) → placed at (x=0, y=22016), rotated=No
Item 101: (original w=512, h=256) → placed at (x=1280, y=20992), rotated=No
Item 102: (original w=512, h=256) → placed at (x=0, y=22272), rotated=No
Item 103: (original w=128, h=1024) → placed at (x=128, y=15104), rotated=No
Item 104: (original w=512, h=256) → placed at (x=1280, y=21248), rotated=No
Item 105: (original w=256, h=512) → placed at (x=128, y=16128), rotated=Yes
Item 106: (original w=256, h=512) → placed at (x=256, y=15104), rotated=No
Item 107: (original w=128, h=1024) → placed at (x=640, y=16128), rotated=Yes
Item 108: (original w=128, h=1024) → placed at (x=256, y=15616), rotated=Yes
Item 109: (original w=256, h=512) → placed at (x=0, y=22528), rotated=No
Item 110: (original w=128, h=1024) → placed at (x=640, y=16256), rotated=Yes
Item 111: (original w=512, h=256) → placed at (x=0, y=23040), rotated=No
Item 112: (original w=1024, h=128) → placed at (x=256, y=22528), rotated=No
Item 113: (original w=1024, h=128) → placed at (x=0, y=23296), rotated=No
Item 114: (original w=128, h=1024) → placed at (x=256, y=22656), rotated=Yes
Item 115: (original w=512, h=256) → placed at (x=0, y=23424), rotated=No
Item 116: (original w=1024, h=128) → placed at (x=256, y=22784), rotated=No
Item 117: (original w=512, h=256) → placed at (x=0, y=23680), rotated=No
Item 118: (original w=256, h=512) → placed at (x=256, y=15744), rotated=Yes
Item 119: (original w=512, h=256) → placed at (x=0, y=23936), rotated=No
Item 120: (original w=128, h=1024) → placed at (x=256, y=22912), rotated=Yes
Item 121: (original w=512, h=256) → placed at (x=0, y=24192), rotated=No
Item 122: (original w=512, h=256) → placed at (x=768, y=15744), rotated=No
Item 123: (original w=256, h=512) → placed at (x=0, y=24448), rotated=No
Item 124: (original w=128, h=1024) → placed at (x=512, y=23424), rotated=No
Item 125: (original w=256, h=512) → placed at (x=0, y=24960), rotated=No
Item 126: (original w=512, h=256) → placed at (x=640, y=23424), rotated=No
Item 127: (original w=1024, h=128) → placed at (x=0, y=25472), rotated=No
Item 128: (original w=512, h=256) → placed at (x=640, y=23680), rotated=No
Item 129: (original w=128, h=1024) → placed at (x=0, y=25600), rotated=No
Item 130: (original w=1024, h=128) → placed at (x=640, y=23936), rotated=No
Item 131: (original w=512, h=256) → placed at (x=0, y=26624), rotated=No
Item 132: (original w=128, h=512) → placed at (x=640, y=24064), rotated=Yes
Item 133: (original w=512, h=128) → placed at (x=0, y=26880), rotated=No
Item 134: (original w=512, h=128) → placed at (x=640, y=24192), rotated=No
Item 135: (original w=256, h=256) → placed at (x=1792, y=19456), rotated=No
Item 136: (original w=256, h=256) → placed at (x=1792, y=18176), rotated=No
Item 137: (original w=512, h=128) → placed at (x=640, y=24320), rotated=No
Item 138: (original w=128, h=512) → placed at (x=512, y=26624), rotated=Yes
Item 139: (original w=128, h=512) → placed at (x=1152, y=24064), rotated=Yes
Item 140: (original w=128, h=512) → placed at (x=512, y=26752), rotated=Yes
Item 141: (original w=256, h=256) → placed at (x=1664, y=23936), rotated=No
Item 142: (original w=128, h=512) → placed at (x=512, y=26880), rotated=Yes
Item 143: (original w=256, h=256) → placed at (x=1152, y=24192), rotated=No
Item 144: (original w=256, h=256) → placed at (x=1024, y=26624), rotated=No
Item 145: (original w=128, h=512) → placed at (x=1408, y=24192), rotated=Yes
Item 146: (original w=128, h=512) → placed at (x=1024, y=26880), rotated=Yes
Item 147: (original w=256, h=256) → placed at (x=0, y=27008), rotated=No
Item 148: (original w=256, h=256) → placed at (x=1536, y=9728), rotated=No
Item 149: (original w=256, h=256) → placed at (x=0, y=27264), rotated=No
Item 150: (original w=256, h=256) → placed at (x=1536, y=9984), rotated=No
Item 151: (original w=256, h=256) → placed at (x=0, y=27520), rotated=No
Item 152: (original w=256, h=256) → placed at (x=1792, y=9728), rotated=No
Item 153: (original w=256, h=256) → placed at (x=0, y=27776), rotated=No
Item 154: (original w=256, h=256) → placed at (x=1792, y=9984), rotated=No
Item 155: (original w=256, h=256) → placed at (x=0, y=28032), rotated=No
Item 156: (original w=256, h=256) → placed at (x=256, y=27008), rotated=No
Item 157: (original w=256, h=256) → placed at (x=0, y=28288), rotated=No
Item 158: (original w=256, h=256) → placed at (x=256, y=27264), rotated=No
Item 159: (original w=256, h=256) → placed at (x=0, y=28544), rotated=No
Item 160: (original w=2048, h=32) → placed at (x=0, y=28800), rotated=No
Item 161: (original w=32, h=2048) → placed at (x=0, y=28832), rotated=No
Item 162: (original w=32, h=2048) → placed at (x=32, y=28832), rotated=No
Item 163: (original w=128, h=512) → placed at (x=1408, y=24320), rotated=Yes
Item 164: (original w=256, h=256) → placed at (x=64, y=28832), rotated=No
Item 165: (original w=1024, h=64) → placed at (x=0, y=30880), rotated=No
Item 166: (original w=128, h=512) → placed at (x=1920, y=23936), rotated=No
Item 167: (original w=256, h=256) → placed at (x=0, y=30944), rotated=No
Item 168: (original w=512, h=128) → placed at (x=64, y=29088), rotated=No
Item 169: (original w=64, h=1024) → placed at (x=1024, y=30880), rotated=Yes
Item 170: (original w=512, h=128) → placed at (x=64, y=29216), rotated=No
Item 171: (original w=128, h=512) → placed at (x=576, y=29088), rotated=Yes
Item 172: (original w=128, h=512) → placed at (x=64, y=29344), rotated=No
Item 173: (original w=512, h=128) → placed at (x=576, y=29216), rotated=No
Item 174: (original w=256, h=256) → placed at (x=64, y=29856), rotated=No
Item 175: (original w=128, h=512) → placed at (x=192, y=29344), rotated=No
Item 176: (original w=128, h=512) → placed at (x=64, y=30112), rotated=No
Item 177: (original w=128, h=512) → placed at (x=320, y=29344), rotated=No
Item 178: (original w=512, h=128) → placed at (x=192, y=30112), rotated=No
Item 179: (original w=256, h=256) → placed at (x=320, y=29856), rotated=No
Item 180: (original w=256, h=256) → placed at (x=192, y=30240), rotated=No
Item 181: (original w=64, h=1024) → placed at (x=576, y=29856), rotated=Yes
Item 182: (original w=256, h=256) → placed at (x=0, y=31200), rotated=No
Item 183: (original w=512, h=128) → placed at (x=192, y=30496), rotated=No
Item 184: (original w=1024, h=64) → placed at (x=0, y=31456), rotated=No
Item 185: (original w=1024, h=64) → placed at (x=704, y=30496), rotated=No
Item 186: (original w=512, h=128) → placed at (x=0, y=31520), rotated=No
Item 187: (original w=128, h=512) → placed at (x=576, y=29920), rotated=Yes
Item 188: (original w=512, h=128) → placed at (x=0, y=31648), rotated=No
Item 189: (original w=128, h=256) → placed at (x=1536, y=26880), rotated=Yes
Item 190: (original w=256, h=128) → placed at (x=0, y=31776), rotated=No
Item 191: (original w=512, h=64) → placed at (x=704, y=30560), rotated=No
Item 192: (original w=512, h=64) → placed at (x=0, y=31904), rotated=No
Item 193: (original w=256, h=128) → placed at (x=1792, y=26880), rotated=No
Item 194: (original w=256, h=128) → placed at (x=0, y=31968), rotated=No
Item 195: (original w=256, h=128) → placed at (x=256, y=16000), rotated=No
Item 196: (original w=256, h=128) → placed at (x=0, y=32096), rotated=No
Item 197: (original w=256, h=128) → placed at (x=512, y=16000), rotated=No
Item 198: (original w=64, h=512) → placed at (x=1216, y=30560), rotated=Yes
Item 199: (original w=512, h=64) → placed at (x=768, y=16000), rotated=No
Item 200: (original w=256, h=128) → placed at (x=256, y=31968), rotated=No
Item 201: (original w=256, h=128) → placed at (x=512, y=31904), rotated=No
Item 202: (original w=256, h=128) → placed at (x=256, y=32096), rotated=No
Item 203: (original w=128, h=256) → placed at (x=512, y=32032), rotated=Yes
Item 204: (original w=256, h=128) → placed at (x=768, y=31904), rotated=No
Item 205: (original w=256, h=128) → placed at (x=0, y=32224), rotated=No
Item 206: (original w=256, h=128) → placed at (x=768, y=32032), rotated=No
Item 207: (original w=256, h=128) → placed at (x=0, y=32352), rotated=No
Item 208: (original w=64, h=512) → placed at (x=768, y=16064), rotated=Yes
Item 209: (original w=128, h=256) → placed at (x=0, y=32480), rotated=No
Item 210: (original w=256, h=128) → placed at (x=1024, y=31904), rotated=No
Item 211: (original w=128, h=256) → placed at (x=0, y=32736), rotated=No
Item 212: (original w=256, h=128) → placed at (x=1024, y=32032), rotated=No
Item 213: (original w=256, h=128) → placed at (x=0, y=32992), rotated=No
Item 214: (original w=128, h=256) → placed at (x=1280, y=31904), rotated=No
Item 215: (original w=64, h=512) → placed at (x=0, y=33120), rotated=No
Item 216: (original w=256, h=128) → placed at (x=1408, y=31904), rotated=No
Item 217: (original w=256, h=128) → placed at (x=0, y=33632), rotated=No
Item 218: (original w=256, h=128) → placed at (x=1408, y=32032), rotated=No
Item 219: (original w=64, h=512) → placed at (x=0, y=33760), rotated=No
Item 220: (original w=512, h=64) → placed at (x=256, y=33632), rotated=No
Item 221: (original w=128, h=256) → placed at (x=0, y=34272), rotated=No
Item 222: (original w=512, h=64) → placed at (x=256, y=33696), rotated=No
Item 223: (original w=64, h=512) → placed at (x=0, y=34528), rotated=No
Item 224: (original w=512, h=64) → placed at (x=128, y=34272), rotated=No
Item 225: (original w=256, h=128) → placed at (x=0, y=35040), rotated=No
Item 226: (original w=256, h=128) → placed at (x=128, y=34336), rotated=No
Item 227: (original w=512, h=64) → placed at (x=0, y=35168), rotated=No
Item 228: (original w=256, h=128) → placed at (x=256, y=32224), rotated=No
Item 229: (original w=256, h=128) → placed at (x=512, y=32160), rotated=No
Item 230: (original w=256, h=128) → placed at (x=256, y=32352), rotated=No
Item 231: (original w=256, h=128) → placed at (x=512, y=32288), rotated=No
Item 232: (original w=256, h=128) → placed at (x=768, y=32160), rotated=No
Item 233: (original w=128, h=256) → placed at (x=0, y=35232), rotated=No
Item 234: (original w=256, h=128) → placed at (x=768, y=32288), rotated=No
Item 235: (original w=256, h=128) → placed at (x=0, y=35488), rotated=No
Item 236: (original w=64, h=512) → placed at (x=128, y=34464), rotated=Yes
Item 237: (original w=256, h=128) → placed at (x=0, y=35616), rotated=No
Item 238: (original w=32, h=1024) → placed at (x=640, y=34464), rotated=Yes
Item 239: (original w=16, h=2048) → placed at (x=0, y=35744), rotated=No
Item 240: (original w=16, h=2048) → placed at (x=16, y=35744), rotated=No
Item 241: (original w=128, h=256) → placed at (x=128, y=35232), rotated=No
Item 242: (original w=512, h=64) → placed at (x=576, y=30048), rotated=No
Item 243: (original w=128, h=256) → placed at (x=256, y=35232), rotated=No
Item 244: (original w=512, h=64) → placed at (x=512, y=32416), rotated=No
Item 245: (original w=512, h=64) → placed at (x=256, y=35488), rotated=No
Item 246: (original w=32, h=1024) → placed at (x=640, y=34496), rotated=Yes
Item 247: (original w=512, h=64) → placed at (x=256, y=35552), rotated=No
Item 248: (original w=64, h=512) → placed at (x=768, y=35488), rotated=Yes
Item 249: (original w=32, h=1024) → placed at (x=256, y=35616), rotated=Yes
Item 250: (original w=32, h=1024) → placed at (x=768, y=35552), rotated=Yes
Item 251: (original w=256, h=128) → placed at (x=384, y=35232), rotated=No
Item 252: (original w=512, h=64) → placed at (x=256, y=35648), rotated=No
Item 253: (original w=64, h=512) → placed at (x=384, y=35360), rotated=Yes
Item 254: (original w=512, h=64) → placed at (x=32, y=35744), rotated=No
Item 255: (original w=64, h=512) → placed at (x=384, y=35424), rotated=Yes
Item 256: (original w=512, h=64) → placed at (x=32, y=35808), rotated=No
Item 257: (original w=512, h=64) → placed at (x=544, y=35744), rotated=No
Item 258: (original w=128, h=256) → placed at (x=32, y=35872), rotated=No
Item 259: (original w=1024, h=32) → placed at (x=256, y=35712), rotated=No
Item 260: (original w=1024, h=32) → placed at (x=32, y=36128), rotated=No
Item 261: (original w=256, h=128) → placed at (x=256, y=27520), rotated=No
Item 262: (original w=1024, h=32) → placed at (x=768, y=35584), rotated=No
Item 263: (original w=64, h=512) → placed at (x=256, y=27648), rotated=No
Item 264: (original w=256, h=128) → placed at (x=32, y=36160), rotated=No
Item 265: (original w=32, h=1024) → placed at (x=544, y=35808), rotated=Yes
Item 266: (original w=512, h=64) → placed at (x=32, y=36288), rotated=No
Item 267: (original w=256, h=128) → placed at (x=256, y=28160), rotated=No
Item 268: (original w=512, h=64) → placed at (x=32, y=36352), rotated=No
Item 269: (original w=256, h=128) → placed at (x=256, y=28288), rotated=No
Item 270: (original w=128, h=128) → placed at (x=32, y=36416), rotated=No
Item 271: (original w=32, h=512) → placed at (x=1280, y=35712), rotated=Yes
Item 272: (original w=128, h=128) → placed at (x=32, y=36544), rotated=No
Item 273: (original w=128, h=128) → placed at (x=256, y=28416), rotated=No
Item 274: (original w=64, h=256) → placed at (x=1664, y=34464), rotated=Yes
Item 275: (original w=32, h=512) → placed at (x=256, y=28544), rotated=Yes
Item 276: (original w=512, h=32) → placed at (x=1056, y=36128), rotated=No
Item 277: (original w=256, h=64) → placed at (x=256, y=28576), rotated=No
Item 278: (original w=256, h=64) → placed at (x=32, y=36672), rotated=No
Item 279: (original w=64, h=256) → placed at (x=256, y=28640), rotated=Yes
Item 280: (original w=32, h=512) → placed at (x=544, y=35840), rotated=Yes
Item 281: (original w=64, h=256) → placed at (x=256, y=28704), rotated=Yes
Item 282: (original w=256, h=64) → placed at (x=32, y=36736), rotated=No
Item 283: (original w=64, h=256) → placed at (x=1152, y=14336), rotated=No
Item 284: (original w=64, h=256) → placed at (x=32, y=36800), rotated=No
Item 285: (original w=256, h=64) → placed at (x=1216, y=14336), rotated=No
Item 286: (original w=64, h=256) → placed at (x=32, y=37056), rotated=No
Item 287: (original w=256, h=64) → placed at (x=1216, y=14400), rotated=No
Item 288: (original w=32, h=512) → placed at (x=1056, y=35840), rotated=Yes
Item 289: (original w=512, h=32) → placed at (x=1216, y=14464), rotated=No
Item 290: (original w=256, h=64) → placed at (x=1472, y=14336), rotated=No
Item 291: (original w=128, h=128) → placed at (x=32, y=37312), rotated=No
Item 292: (original w=512, h=32) → placed at (x=1216, y=14496), rotated=No
Item 293: (original w=128, h=128) → placed at (x=32, y=37440), rotated=No
Item 294: (original w=128, h=128) → placed at (x=640, y=14592), rotated=No
Item 295: (original w=128, h=128) → placed at (x=32, y=37568), rotated=No
Item 296: (original w=128, h=128) → placed at (x=640, y=14720), rotated=No
Item 297: (original w=128, h=128) → placed at (x=1024, y=16384), rotated=No
Item 298: (original w=128, h=128) → placed at (x=640, y=14848), rotated=No
Item 299: (original w=128, h=128) → placed at (x=1024, y=16512), rotated=No
Item 300: (original w=128, h=128) → placed at (x=640, y=14976), rotated=No
Item 301: (original w=128, h=128) → placed at (x=1024, y=16640), rotated=No
Item 302: (original w=128, h=128) → placed at (x=1152, y=16384), rotated=No
Item 303: (original w=128, h=128) → placed at (x=1024, y=16768), rotated=No
Item 304: (original w=128, h=128) → placed at (x=1152, y=16512), rotated=No
Item 305: (original w=128, h=128) → placed at (x=1280, y=16384), rotated=No
Item 306: (original w=8, h=2048) → placed at (x=0, y=37792), rotated=No
Item 307: (original w=2048, h=8) → placed at (x=8, y=37792), rotated=Yes
Item 308: (original w=32, h=512) → placed at (x=1216, y=14528), rotated=Yes
Item 309: (original w=512, h=32) → placed at (x=16, y=37792), rotated=No
Item 310: (original w=2048, h=8) → placed at (x=0, y=39840), rotated=No
Item 311: (original w=8, h=2048) → placed at (x=0, y=39848), rotated=No
Item 312: (original w=64, h=256) → placed at (x=1472, y=14400), rotated=Yes
Item 313: (original w=16, h=1024) → placed at (x=256, y=28768), rotated=Yes
Item 314: (original w=16, h=1024) → placed at (x=8, y=39848), rotated=No
Item 315: (original w=64, h=256) → placed at (x=0, y=41896), rotated=No
Item 316: (original w=128, h=128) → placed at (x=8, y=40872), rotated=No
Item 317: (original w=512, h=32) → placed at (x=1216, y=14560), rotated=No
Item 318: (original w=16, h=1024) → placed at (x=8, y=41000), rotated=Yes
Item 319: (original w=128, h=128) → placed at (x=136, y=40872), rotated=No
Item 320: (original w=256, h=64) → placed at (x=8, y=41016), rotated=No
Item 321: (original w=16, h=1024) → placed at (x=264, y=40872), rotated=Yes
Item 322: (original w=128, h=128) → placed at (x=8, y=41080), rotated=No
Item 323: (original w=256, h=64) → placed at (x=264, y=40888), rotated=No
Item 324: (original w=512, h=32) → placed at (x=8, y=41208), rotated=No
Item 325: (original w=32, h=512) → placed at (x=264, y=40952), rotated=Yes
Item 326: (original w=512, h=32) → placed at (x=8, y=41240), rotated=No
Item 327: (original w=32, h=512) → placed at (x=0, y=42152), rotated=No
Item 328: (original w=128, h=128) → placed at (x=8, y=41272), rotated=No
Item 329: (original w=64, h=256) → placed at (x=0, y=42664), rotated=No
Item 330: (original w=32, h=512) → placed at (x=8, y=41400), rotated=Yes
Item 331: (original w=512, h=32) → placed at (x=0, y=42920), rotated=No
Item 332: (original w=512, h=32) → placed at (x=8, y=41432), rotated=No
Item 333: (original w=512, h=32) → placed at (x=0, y=42952), rotated=No
Item 334: (original w=512, h=32) → placed at (x=8, y=41464), rotated=No
Item 335: (original w=64, h=256) → placed at (x=0, y=42984), rotated=No
Item 336: (original w=32, h=512) → placed at (x=8, y=41496), rotated=Yes
Item 337: (original w=256, h=64) → placed at (x=0, y=43240), rotated=No
Item 338: (original w=16, h=1024) → placed at (x=264, y=40984), rotated=Yes
Item 339: (original w=64, h=256) → placed at (x=0, y=43304), rotated=No
Item 340: (original w=512, h=32) → placed at (x=8, y=41528), rotated=No
Item 341: (original w=1024, h=16) → placed at (x=256, y=28784), rotated=No
Item 342: (original w=32, h=512) → placed at (x=8, y=41560), rotated=Yes
Item 343: (original w=64, h=256) → placed at (x=64, y=43304), rotated=No
Item 344: (original w=128, h=128) → placed at (x=8, y=41592), rotated=No
Item 345: (original w=16, h=1024) → placed at (x=128, y=43304), rotated=Yes
Item 346: (original w=512, h=32) → placed at (x=8, y=41720), rotated=No
Item 347: (original w=256, h=32) → placed at (x=1792, y=35712), rotated=No
Item 348: (original w=16, h=512) → placed at (x=8, y=41752), rotated=Yes
Item 349: (original w=128, h=64) → placed at (x=1920, y=34464), rotated=No
Item 350: (original w=256, h=32) → placed at (x=520, y=41720), rotated=No
Item 351: (original w=32, h=256) → placed at (x=8, y=41768), rotated=Yes
Item 352: (original w=128, h=64) → placed at (x=128, y=43320), rotated=No
Item 353: (original w=128, h=64) → placed at (x=8, y=41800), rotated=No
Item 354: (original w=256, h=32) → placed at (x=1568, y=36128), rotated=No
Item 355: (original w=16, h=512) → placed at (x=1152, y=43304), rotated=Yes
Item 356: (original w=128, h=64) → placed at (x=128, y=43384), rotated=No
Item 357: (original w=64, h=128) → placed at (x=0, y=43560), rotated=No
Item 358: (original w=16, h=512) → placed at (x=520, y=41752), rotated=Yes
Item 359: (original w=256, h=32) → placed at (x=0, y=43688), rotated=No
Item 360: (original w=32, h=256) → placed at (x=8, y=41864), rotated=Yes
Item 361: (original w=64, h=128) → placed at (x=0, y=43720), rotated=No
Item 362: (original w=128, h=64) → placed at (x=128, y=43448), rotated=No
Item 363: (original w=128, h=64) → placed at (x=0, y=43848), rotated=No
Item 364: (original w=64, h=128) → placed at (x=32, y=37696), rotated=Yes
Item 365: (original w=16, h=512) → placed at (x=1032, y=41752), rotated=Yes
Item 366: (original w=128, h=64) → placed at (x=0, y=43912), rotated=No
Item 367: (original w=128, h=64) → placed at (x=1152, y=16640), rotated=No
Item 368: (original w=128, h=64) → placed at (x=0, y=43976), rotated=No
Item 369: (original w=512, h=16) → placed at (x=32, y=37760), rotated=No
Item 370: (original w=512, h=16) → placed at (x=0, y=44040), rotated=No
Item 371: (original w=512, h=16) → placed at (x=32, y=37776), rotated=No
Item 372: (original w=128, h=64) → placed at (x=0, y=44056), rotated=No
Item 373: (original w=128, h=64) → placed at (x=1152, y=16704), rotated=No
Item 374: (original w=128, h=64) → placed at (x=0, y=44120), rotated=No
Item 375: (original w=32, h=256) → placed at (x=264, y=41864), rotated=Yes
Item 376: (original w=128, h=64) → placed at (x=0, y=44184), rotated=No
Item 377: (original w=512, h=16) → placed at (x=512, y=44040), rotated=No
Item 378: (original w=32, h=256) → placed at (x=0, y=44248), rotated=No
Item 379: (original w=512, h=16) → placed at (x=1024, y=44040), rotated=No
Item 380: (original w=128, h=64) → placed at (x=0, y=44504), rotated=No
Item 381: (original w=256, h=32) → placed at (x=520, y=41864), rotated=No
Item 382: (original w=128, h=64) → placed at (x=0, y=44568), rotated=No
Item 383: (original w=128, h=64) → placed at (x=1152, y=16768), rotated=No
Item 384: (original w=128, h=64) → placed at (x=0, y=44632), rotated=No
Item 385: (original w=128, h=64) → placed at (x=1152, y=16832), rotated=No
Item 386: (original w=128, h=64) → placed at (x=0, y=44696), rotated=No
Item 387: (original w=128, h=64) → placed at (x=128, y=44504), rotated=No
